Guid,AccountId,ParentId,SuppliedName,SuppliedPhone,SuppliedCompany,Type,Status,Reason,Subject,Priority,Description,ClosedDate,IsEscalated,Comments,Application__c,TypeDetail__c
891daeff-4ae6-4ac9-804d-e33a8e596326,d02238f2-758e-4f56-96d6-fba70b412753,#N/A,#N/A,#N/A,#N/A,Feature Request,Pending Approval,Instructions not clear,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,#N/A,false,#N/A,#N/A,#N/A
89404634-e7c0-49f3-92b3-56017f3885a9,d41a39f8-2c8f-4cf5-8358-6499eaa36f00,#N/A,#N/A,#N/A,#N/A,Feature Request,New,Instructions not clear,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,#N/A,false,#N/A,#N/A,#N/A
896f89ac-b599-43ef-adf2-1b753454c0aa,ee6c746f-dc05-406a-97d5-3e43b63b09c2,#N/A,#N/A,#N/A,#N/A,Feature Request,Pending Approval,New problem,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,#N/A,false,#N/A,#N/A,#N/A
89a21860-329c-4f0f-a16a-1d47c39f82ae,7f66b59f-9abc-49fd-acf9-651d75fd9409,#N/A,#N/A,#N/A,#N/A,Feature Request,Rejected,Instructions not clear,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,#N/A,false,#N/A,#N/A,#N/A
89f8d2ea-6c63-4498-91cc-6bbd889eaaa3,4040b9f3-6acf-4b0f-9140-2752e31482fa,#N/A,#N/A,#N/A,#N/A,Feature Request,Approved,New problem,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,#N/A,false,#N/A,#N/A,#N/A
8a0b5f36-f8bc-4e3e-a0bb-f0daea5ac1f2,5908d8b3-f888-4de5-b230-f6439f528fa4,#N/A,#N/A,#N/A,#N/A,Feature Request,Approved,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,#N/A,false,#N/A,#N/A,#N/A
8a25f872-7002-42c7-b2a4-2ef96c3ab1e6,1852b9a6-11d0-4a30-9cfc-0b5a9a872b78,#N/A,#N/A,#N/A,#N/A,Feature Request,Escalated,Complex Functionallity,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,#N/A,false,#N/A,#N/A,#N/A
8a327bc4-adf9-4206-a1d5-5fde55b86960,885d3869-60b1-49a9-abbd-4b539b9d8afc,#N/A,#N/A,#N/A,#N/A,Feature Request,Escalated,New problem,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,#N/A,false,#N/A,#N/A,#N/A
8a6a83d3-5b70-4ef1-bb8d-44e7a76a8d41,194db487-dbcb-490c-9aa3-ad8d79e8d218,#N/A,#N/A,#N/A,#N/A,Question,On Hold,User didn't attend training,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,#N/A,false,#N/A,#N/A,#N/A
8a72029e-c1cd-491b-bc5d-b4f020be559e,7f66b59f-9abc-49fd-acf9-651d75fd9409,#N/A,#N/A,#N/A,#N/A,Feature Request,Closed,Instructions not clear,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,#N/A,false,#N/A,#N/A,#N/A
8a7d40c1-316a-4cbd-9f65-8c530cfd73dc,422f4163-8e4e-4bb7-898c-b0c7ee7d2f4c,#N/A,#N/A,#N/A,#N/A,Feature Request,Escalated,Instructions not clear,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,#N/A,false,#N/A,#N/A,#N/A
8a805bc4-1017-42ee-819a-cbeb9f32e6fb,0b1732a3-f67b-441a-923d-dc0c802ce7f7,#N/A,#N/A,#N/A,#N/A,Problem,New,New problem,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,#N/A,false,#N/A,#N/A,#N/A
8a8f5dbe-4549-4c20-8eaf-d3fe5a7d15ba,808f2444-fc45-41ae-8eb6-32f0ff91c275,#N/A,#N/A,#N/A,#N/A,Feature Request,New,Instructions not clear,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,#N/A,false,#N/A,#N/A,#N/A
8aa21560-2c5f-4deb-9bc0-7445cd9e1a7c,73c86d35-b1f1-4a47-86e6-2e8859fdd52e,#N/A,#N/A,#N/A,#N/A,Question,Rejected,User didn't attend training,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,#N/A,false,#N/A,#N/A,#N/A
8ab8f9c6-0a06-4e51-8889-8f4fe3e7df31,e1c6c174-8119-42a8-9920-c6d51afc96c8,#N/A,#N/A,#N/A,#N/A,Problem,Approved,New problem,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,#N/A,false,#N/A,#N/A,#N/A
8ae463a4-f470-4371-801d-08e9133c3825,f97cda9f-a304-4bf6-8a0a-6a7bb0aa3ce5,#N/A,#N/A,#N/A,#N/A,Problem,Approved,#N/A,Password Reset,Medium,#N/A,#N/A,false,#N/A,#N/A,#N/A
8b341c30-2d29-4056-b276-07bc76198955,721c7a7c-6507-4373-beac-90c060212aa9,#N/A,#N/A,#N/A,#N/A,Feature Request,Approved,Complex Functionallity,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,#N/A,false,#N/A,#N/A,#N/A
8bafc188-56fd-4b88-82e8-ba0121ee28f7,808f2444-fc45-41ae-8eb6-32f0ff91c275,#N/A,#N/A,#N/A,#N/A,Feature Request,On Hold,New problem,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,#N/A,false,#N/A,#N/A,#N/A
8bc578b1-f927-41d4-8046-3395bce2762a,d2d60377-c78d-4818-ab86-07bd7abf0f9a,#N/A,#N/A,#N/A,#N/A,Question,Escalated,User didn't attend training,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,#N/A,false,#N/A,#N/A,#N/A
8be5dc71-cc99-4ad2-bb3f-28c1b1204c0f,e86c4296-8214-4c15-9aa2-baecac9669e4,#N/A,#N/A,#N/A,#N/A,Problem,On Hold,User didn't attend training,Integration not working,Medium,User Needs Help,#N/A,false,#N/A,#N/A,#N/A
8be68787-a010-4341-b6d5-48381f6076bb,0991754c-0303-40b2-b8af-4b660ab748b2,#N/A,#N/A,#N/A,#N/A,Feature Request,New,New problem,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,#N/A,false,#N/A,#N/A,#N/A
8bebdc5d-9d10-4fa9-aef5-d8376333de6e,6820c593-070c-448f-bb91-96dc009bdac0,#N/A,#N/A,#N/A,#N/A,Feature Request,On Hold,New problem,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,#N/A,false,#N/A,#N/A,#N/A
8c2df268-8a53-488e-b004-4d6729d09f19,3c53dbdc-6b6c-480c-8b3b-67b9e3ae6e58,#N/A,#N/A,#N/A,#N/A,Feature Request,Pending Approval,Complex Functionallity,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,#N/A,false,#N/A,#N/A,#N/A
8ca8b7fd-6ce3-42f4-812e-a40ac9a39a88,9333181a-1ade-41d1-99df-5746a40c6297,#N/A,#N/A,#N/A,#N/A,Feature Request,Rejected,Complex Functionallity,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,#N/A,false,#N/A,#N/A,#N/A
8ca9bc05-e9bb-40fe-aafb-164799a608e4,61854c14-7a47-4b13-aadf-6cfcfc93a62d,#N/A,#N/A,#N/A,#N/A,Feature Request,Pending Approval,New problem,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,#N/A,false,#N/A,#N/A,#N/A
8ce7e5c6-69b7-4419-82e1-b6eda027d480,13a49e92-6430-43d4-9c00-53a889d663cc,#N/A,#N/A,#N/A,#N/A,Problem,New,#N/A,No access to review new contracts,Medium,#N/A,#N/A,false,#N/A,#N/A,#N/A
8d02350a-3ca5-4c03-ac08-51b739bc4b65,e78020ba-c230-4966-9e77-be7a98e0dcdd,#N/A,#N/A,#N/A,#N/A,Feature Request,Approved,Instructions not clear,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,#N/A,false,#N/A,#N/A,#N/A
8d482d30-8200-4623-a428-a007275a9db6,86ec8587-e7b5-4521-9368-da6471a809f8,#N/A,#N/A,#N/A,#N/A,Feature Request,Escalated,New problem,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,#N/A,false,#N/A,#N/A,#N/A
8d4e0458-0d75-470a-b1d9-d6127cf957da,6dde0d65-5526-4ac0-9f79-3ab959230fa4,#N/A,#N/A,#N/A,#N/A,Feature Request,Pending Approval,Instructions not clear,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,#N/A,false,#N/A,#N/A,#N/A
8d7e4858-64be-4e8c-91e4-e1701eb80eb9,537bde62-736a-4d7f-88a7-ce5275dc8754,#N/A,#N/A,#N/A,#N/A,Problem,Approved,New problem,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,#N/A,false,#N/A,#N/A,#N/A
8da71ddc-b00c-4fb1-92b6-8140280f74b0,6586f94b-fa2e-4888-884b-c4d3db55406f,#N/A,#N/A,#N/A,#N/A,Feature Request,Escalated,New problem,Can we further customize the Inventory Management Suite?,Medium,We'd like to add some additional functionality.,#N/A,false,#N/A,#N/A,#N/A
8dbc71bd-3298-4799-93f5-1fd113d6a23a,4545c68e-3d88-470d-9a03-9f7bf0ad5c0f,#N/A,#N/A,#N/A,#N/A,Feature Request,Approved,New problem,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,#N/A,false,#N/A,#N/A,#N/A
8dc1283b-361a-4f69-a817-ea17420d75b1,c69af6ed-ab9a-4b6b-b3cb-acc6bc5edb19,#N/A,#N/A,#N/A,#N/A,Feature Request,Approved,Instructions not clear,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,#N/A,false,#N/A,#N/A,#N/A
8ddda8d8-dfe0-4465-9daa-6a79d627f22b,2e1dc75f-aae5-408f-83b3-aeef8da4c5ab,#N/A,#N/A,#N/A,#N/A,Question,Escalated,New problem,Updated installation guide for Inventory Management Suite,Medium,Could you please send us the new installation guide for the Inventory Management Suite?,#N/A,false,#N/A,#N/A,#N/A
8e1aae81-7f07-4ad5-a0f2-070b6479aaac,0256788a-f0ca-4172-b29d-6e29d4b14857,#N/A,#N/A,#N/A,#N/A,Feature Request,Rejected,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,#N/A,false,#N/A,#N/A,#N/A
8e334294-6e25-478d-b218-ff17164e425f,92444054-9753-4d25-b3b6-109e2dcf6d61,#N/A,#N/A,#N/A,#N/A,Feature Request,Pending Approval,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,#N/A,false,#N/A,#N/A,#N/A
8e5f5831-26a1-4fbb-81f5-55b223558afd,b48c7a75-a9b4-419f-ae96-c5c3dc7ca6ba,#N/A,#N/A,#N/A,#N/A,Problem,Escalated,New problem,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,#N/A,false,#N/A,#N/A,#N/A
8e7de2bc-5637-4aa8-a062-34beae3ad869,d87aa3ca-94d0-4935-959e-80919dd8e886,#N/A,#N/A,#N/A,#N/A,Question,On Hold,Complex functionality,How to dynamically select templates?,Medium,User Needs Help,#N/A,false,#N/A,#N/A,#N/A
8ea0f479-5c0e-45a7-ac64-fc83cf366949,b87a2561-282c-493d-8392-0e01f39c1fe6,#N/A,#N/A,#N/A,#N/A,Feature Request,New,Instructions not clear,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,#N/A,false,#N/A,#N/A,#N/A
8eae045c-9a1e-490b-a671-114fcff37d69,1f9367e0-d436-4ac6-b306-a154849af663,#N/A,#N/A,#N/A,#N/A,Feature Request,On Hold,New problem,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,#N/A,false,#N/A,#N/A,#N/A
8ec006c7-e079-4b69-b82a-83b6ba4f5350,caecaebe-1058-4c8b-b4fb-080bbd06487a,#N/A,#N/A,#N/A,#N/A,Feature Request,Approved,Instructions not clear,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,#N/A,false,#N/A,#N/A,#N/A
8ed54e5f-d059-4cab-83bd-5fb8765316d1,752fa849-daf2-4419-9005-dbfaf27f07cd,#N/A,#N/A,#N/A,#N/A,Feature Request,Pending Approval,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,#N/A,false,#N/A,#N/A,#N/A
8edb5d7a-826c-46f1-842a-494025c28098,3c0d3d73-cf7f-4776-a50e-6cd42bb075c1,#N/A,#N/A,#N/A,#N/A,Feature Request,Escalated,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,#N/A,false,#N/A,#N/A,#N/A
8ee143a1-4d6b-43d3-88d6-5fbdcf4db33c,17845881-96a4-4e4c-8c1a-80c44452cb10,#N/A,#N/A,#N/A,#N/A,Feature Request,Escalated,Instructions not clear,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,#N/A,false,#N/A,#N/A,#N/A
8ee54b20-6d71-4aae-941e-3f8f0b22f17e,014639ff-8caf-44af-86e5-1db542bc9165,#N/A,#N/A,#N/A,#N/A,Feature Request,Approved,New problem,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,#N/A,false,#N/A,#N/A,#N/A
8ef986a2-cbdd-4665-b36d-4c98a12cb9d1,0b1732a3-f67b-441a-923d-dc0c802ce7f7,#N/A,#N/A,#N/A,#N/A,Question,On Hold,User didn't attend training,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,#N/A,false,#N/A,#N/A,#N/A
8f0e5102-f2fc-41fb-9c51-baf3f52435ea,652e075a-7c03-47ea-9317-402d59209e44,#N/A,#N/A,#N/A,#N/A,Feature Request,Escalated,Instructions not clear,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,#N/A,false,#N/A,#N/A,#N/A
8f0fff6a-0bb4-459f-abd2-9a14aac04dbd,33d52351-c36f-4c85-939b-d767f602eed2,#N/A,#N/A,#N/A,#N/A,Feature Request,New,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,#N/A,false,#N/A,#N/A,#N/A
8f2b43e9-17ef-4fc9-a2aa-a005a6677035,511c2c9e-1f19-49b0-a2d3-317ae710028d,#N/A,#N/A,#N/A,#N/A,Feature Request,Rejected,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,#N/A,false,#N/A,#N/A,#N/A
8f2b754f-3d22-4cb3-b01e-d6b8dc339a5c,4545c68e-3d88-470d-9a03-9f7bf0ad5c0f,#N/A,#N/A,#N/A,#N/A,Feature Request,Rejected,New problem,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,#N/A,false,#N/A,#N/A,#N/A
8f3bfb0e-86ce-45a2-b6f6-73182d89047b,808f2444-fc45-41ae-8eb6-32f0ff91c275,#N/A,#N/A,#N/A,#N/A,Feature Request,Escalated,Complex Functionallity,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,#N/A,false,#N/A,#N/A,#N/A
8f5a0f95-682e-4d68-9c41-6e2becbfc7ee,3cca4327-9c53-48e8-afff-b5d6ce3fe040,#N/A,#N/A,#N/A,#N/A,Feature Request,Closed,New problem,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,#N/A,false,#N/A,#N/A,#N/A
8fac2a40-6dea-4ffb-8bd7-355a5ca5dcc9,f73c5413-b908-4339-b851-f6b6cdf329fe,#N/A,#N/A,#N/A,#N/A,Feature Request,Approved,Instructions not clear,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,#N/A,false,#N/A,#N/A,#N/A
90b9638c-3c27-46ee-a7d1-8976d4f1b343,608a2818-8f9a-403a-999c-69cf93e59142,#N/A,#N/A,#N/A,#N/A,Feature Request,On Hold,Instructions not clear,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,#N/A,false,#N/A,#N/A,#N/A
90ecd78c-7df1-4b56-9b50-06eee5e9f5c9,9aadfe83-ecb6-47a6-af5b-4f9204c58513,#N/A,#N/A,#N/A,#N/A,Problem,On Hold,New problem,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,#N/A,false,#N/A,#N/A,#N/A
911675b6-e542-49b3-beee-96a7eb5da9f8,6535c813-0337-4283-bf83-a393eb8409a6,#N/A,#N/A,#N/A,#N/A,Problem,On Hold,New problem,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,#N/A,false,#N/A,#N/A,#N/A
91215866-c37f-4a2d-aabd-97e5f4da1bd8,ac60ca15-fa06-456a-a164-ed9712079a23,#N/A,#N/A,#N/A,#N/A,Feature Request,On Hold,Instructions not clear,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,#N/A,false,#N/A,#N/A,#N/A
913ac2d7-e6c6-46f6-9da0-685f84a61659,33e6bf88-a0be-4e78-a78c-4592fd55cc28,#N/A,#N/A,#N/A,#N/A,Feature Request,Pending Approval,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,#N/A,false,#N/A,#N/A,#N/A
91462151-3f7a-4fea-b2f4-affc55e6f80d,33d52351-c36f-4c85-939b-d767f602eed2,#N/A,#N/A,#N/A,#N/A,Feature Request,Rejected,New problem,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,#N/A,false,#N/A,#N/A,#N/A
914b82bf-edea-44dd-8dd3-635222b412d6,d87aa3ca-94d0-4935-959e-80919dd8e886,#N/A,#N/A,#N/A,#N/A,Feature Request,Pending Approval,New problem,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,#N/A,false,#N/A,#N/A,#N/A
9150bda5-2ccc-4469-9d77-bea5b5377066,753ce814-4080-426a-b5f7-e65bc770f2b8,#N/A,#N/A,#N/A,#N/A,Feature Request,On Hold,Complex Functionallity,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,#N/A,false,#N/A,#N/A,#N/A
915cb4eb-a9cb-465b-8cfd-190126934f72,b48c7a75-a9b4-419f-ae96-c5c3dc7ca6ba,#N/A,#N/A,#N/A,#N/A,Feature Request,Closed,Instructions not clear,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,#N/A,false,#N/A,#N/A,#N/A
91717eea-b58c-42d0-9658-e9f27d6bacbb,4c908501-f9d5-44fe-b362-511600f903f1,#N/A,#N/A,#N/A,#N/A,Feature Request,On Hold,New problem,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,#N/A,false,#N/A,#N/A,#N/A
918376fa-538c-468d-9f82-f6b00c411671,b84b871d-bb59-4b10-92c8-7f57ae792154,#N/A,#N/A,#N/A,#N/A,Feature Request,Escalated,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,#N/A,false,#N/A,#N/A,#N/A
91ab78ad-b771-41a5-bcc8-345775d89a0e,d1b05c5b-c76e-4661-907c-674b82a2ea83,#N/A,#N/A,#N/A,#N/A,Feature Request,On Hold,Complex Functionallity,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,#N/A,false,#N/A,#N/A,#N/A
91ac0460-1614-42c8-8728-e1d1fca8a70c,7c9eefd6-2ed7-42d8-b438-8e316093562f,#N/A,#N/A,#N/A,#N/A,Problem,Pending Approval,New problem,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,#N/A,false,#N/A,#N/A,#N/A
9203b1cf-3d43-464f-891e-ef4b8acb78c1,4dc9bab1-0d2e-4d60-a87f-9b9408610561,#N/A,#N/A,#N/A,#N/A,Feature Request,Rejected,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,#N/A,false,#N/A,#N/A,#N/A
92084ec1-6e96-4e87-8466-f17622eb7eca,f2b0e8aa-f8a1-4619-a1dc-35bfdc124e30,#N/A,#N/A,#N/A,#N/A,Question,New,Existing problem,Need last statement,Medium,My dog ate my last statement. Can you please resend?,#N/A,false,#N/A,#N/A,#N/A
922266af-f825-4583-a5bd-042fa5721148,2ef17076-9c51-4f3b-a815-d31f6cddf6ef,#N/A,#N/A,#N/A,#N/A,Question,Rejected,User didn't attend training,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,#N/A,false,#N/A,#N/A,#N/A
92749155-7cf2-457d-a025-1f977497fa55,be7dba8a-db02-4905-a0d0-0f7ba91378fe,#N/A,#N/A,#N/A,#N/A,Problem,Closed,New problem,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,#N/A,false,#N/A,#N/A,#N/A
928d633b-cc22-4b71-a2ff-2fe9a1b8ccd5,721c7a7c-6507-4373-beac-90c060212aa9,#N/A,#N/A,#N/A,#N/A,Feature Request,Escalated,Instructions not clear,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,#N/A,false,#N/A,#N/A,#N/A
9370ba38-c2ae-4cba-9199-97fd2d618afe,c041834c-8051-4f06-9d45-14816e0322e5,#N/A,#N/A,#N/A,#N/A,Feature Request,On Hold,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,#N/A,false,#N/A,#N/A,#N/A
937b85be-b067-4a5f-9d8b-77a17d7552ed,0d95e68a-9453-406f-89cb-490d1d05c35b,#N/A,#N/A,#N/A,#N/A,Feature Request,Pending Approval,New problem,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,#N/A,false,#N/A,#N/A,#N/A
93b4cf87-bae1-4be8-bd88-81996bc291ed,752fa849-daf2-4419-9005-dbfaf27f07cd,#N/A,#N/A,#N/A,#N/A,Feature Request,Pending Approval,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,#N/A,false,#N/A,#N/A,#N/A
93d837be-bb4f-4865-997a-f38eee40a1b4,acb8f2e5-ee1c-439f-ace7-ecd3dafd39d3,#N/A,#N/A,#N/A,#N/A,Feature Request,Escalated,Instructions not clear,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,#N/A,false,#N/A,#N/A,#N/A
93dbc70b-7d8d-4e89-929e-649c19084e90,4c908501-f9d5-44fe-b362-511600f903f1,#N/A,#N/A,#N/A,#N/A,Feature Request,Closed,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,#N/A,false,#N/A,#N/A,#N/A
93f62c6b-f0ba-4aef-a30e-ce171a95b16e,9333181a-1ade-41d1-99df-5746a40c6297,#N/A,#N/A,#N/A,#N/A,Feature Request,On Hold,New problem,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,#N/A,false,#N/A,#N/A,#N/A
944fbc74-67dd-4bd0-8438-3720f06f4881,b19ea706-ee1c-40d8-96ba-fe6d98a1c1f9,#N/A,#N/A,#N/A,#N/A,Feature Request,Escalated,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,#N/A,false,#N/A,#N/A,#N/A
9489cd8a-ae53-42ca-a5dd-0ab2eab3e499,92444054-9753-4d25-b3b6-109e2dcf6d61,#N/A,#N/A,#N/A,#N/A,Feature Request,Pending Approval,Instructions not clear,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,#N/A,false,#N/A,#N/A,#N/A
948a6af8-7271-452f-8113-098f4908f8aa,f73c5413-b908-4339-b851-f6b6cdf329fe,#N/A,#N/A,#N/A,#N/A,Feature Request,On Hold,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,#N/A,false,#N/A,#N/A,#N/A
94a92db1-33be-4961-b2eb-8a4c49c41ca7,248a4307-6b1b-40bf-b753-3db497ba68f6,#N/A,#N/A,#N/A,#N/A,Question,Pending Approval,User didn't attend training,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,#N/A,false,#N/A,#N/A,#N/A
953e02e3-209d-4933-81ab-5555c6895578,eaca2b87-95e4-444d-a72f-0980687c1403,#N/A,#N/A,#N/A,#N/A,Question,Escalated,User didn't attend training,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,#N/A,false,#N/A,#N/A,#N/A
958c8076-5217-4a9a-9551-4b6af984b8a8,73c86d35-b1f1-4a47-86e6-2e8859fdd52e,#N/A,#N/A,#N/A,#N/A,Feature Request,Rejected,New problem,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,#N/A,false,#N/A,#N/A,#N/A
958eb17d-5a32-42fc-8513-31f0fed50b26,fc598c8d-cd75-47e7-a0f9-c29f57ca2fea,#N/A,#N/A,#N/A,#N/A,Question,On Hold,User didn't attend training,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,#N/A,false,#N/A,#N/A,#N/A
95bbcf57-a660-4e04-b43b-396aa0e4145f,1519e96b-99b1-4097-ae37-ec74c9108886,#N/A,#N/A,#N/A,#N/A,Feature Request,Rejected,Instructions not clear,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,#N/A,false,#N/A,#N/A,#N/A
95c3e3f9-396a-4455-b8a3-c518e15ecfc0,acb8f2e5-ee1c-439f-ace7-ecd3dafd39d3,#N/A,#N/A,#N/A,#N/A,Feature Request,Approved,Instructions not clear,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,#N/A,false,#N/A,#N/A,#N/A
95d38b64-2f0c-4458-931a-0e1eff8b798c,0991754c-0303-40b2-b8af-4b660ab748b2,#N/A,#N/A,#N/A,#N/A,Feature Request,Closed,New problem,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,#N/A,false,#N/A,#N/A,#N/A
95dc1c17-d49f-46bc-a686-63f6fafd9547,c69af6ed-ab9a-4b6b-b3cb-acc6bc5edb19,#N/A,#N/A,#N/A,#N/A,Feature Request,Approved,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,#N/A,false,#N/A,#N/A,#N/A
95fc4122-a688-4695-a943-1e0d0adf83fb,6586f94b-fa2e-4888-884b-c4d3db55406f,#N/A,#N/A,#N/A,#N/A,Feature Request,Approved,Instructions not clear,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,#N/A,false,#N/A,#N/A,#N/A
96061c43-1192-4fc3-8ef4-014872255d54,b84b871d-bb59-4b10-92c8-7f57ae792154,#N/A,#N/A,#N/A,#N/A,Feature Request,New,Instructions not clear,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,#N/A,false,#N/A,#N/A,#N/A
960784a7-f49d-4a90-868e-6f76f3119e5c,885d3869-60b1-49a9-abbd-4b539b9d8afc,#N/A,#N/A,#N/A,#N/A,Feature Request,New,Instructions not clear,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,#N/A,false,#N/A,#N/A,#N/A
9626483e-7343-4b77-92b8-9503e3d22ba0,ac60ca15-fa06-456a-a164-ed9712079a23,#N/A,#N/A,#N/A,#N/A,Feature Request,On Hold,Instructions not clear,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,#N/A,false,#N/A,#N/A,#N/A
969a228e-4c2f-4a6b-8e76-1735dfa43257,2e1dc75f-aae5-408f-83b3-aeef8da4c5ab,#N/A,#N/A,#N/A,#N/A,Feature Request,New,Instructions not clear,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,#N/A,false,#N/A,#N/A,#N/A
96b5f916-6e80-4421-873d-5937c27c5036,1519e96b-99b1-4097-ae37-ec74c9108886,#N/A,#N/A,#N/A,#N/A,Question,Rejected,User didn't attend training,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,#N/A,false,#N/A,#N/A,#N/A
