Guid,AccountId,Name,Description,StageName,Amount,Probability,CloseDate,Type,NextStep,LeadSource,ForecastCategoryName,IsExcludedFromTerritory2Filter,ContactId,SBQQ__Contracted__c,SBQQ__CreateContractedPrices__c,SBQQ__OrderGroupID__c,SBQQ__Ordered__c,SBQQ__QuotePricebookId__c,SBQQ__Renewal__c,sbaa__ApprovalStatus__c,sbaa__ApprovalStep__c,sbaa__StepApproved__c,sbaa__SubmittedDate__c
1fbf16da-c758-4964-9090-67dd42b0223a,5ede1a1d-09b6-4fad-9c82-9eb68b549599,Twimm - Upsell,#N/A,Qualification,75000.0,10.0,2024-05-07,#N/A,#N/A,#N/A,Pipeline,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
5e845879-f46d-4fb7-8884-d37cf77ccaa7,29161b34-e117-4824-bfcb-953ffad02292,Edgepulse - Additional Sale,#N/A,Proposal/Price Quote,72395.0,75.0,2022-12-03,#N/A,#N/A,#N/A,Pipeline,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
ea3f54ae-a8b9-40c6-a16e-6aa262fa6ff9,05aaf4f8-5e6b-417f-a809-0f40ec9488bf,Buzzbean - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2024-02-16,#N/A,#N/A,#N/A,Closed,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
c1cff12a-1dcc-4057-9c9c-8f198f394b4e,8e647003-6a2b-4366-a803-13e3d4108a86,Dynava - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2024-02-16,#N/A,#N/A,#N/A,Closed,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
fc9da54c-f3d7-49e7-8a91-b4a7d4a1954a,6d119add-f344-4c86-91f9-27d5df10f371,Shuffletag - Additional Sale,#N/A,Value Proposition,34995.0,50.0,2024-04-25,#N/A,#N/A,#N/A,Pipeline,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
afbf1fb3-9904-4312-b625-361d794b6936,e5683f0c-1d75-41f3-9c60-a44bc6b6aac0,Rhynyx - Additional Sale,#N/A,Negotiation/Review,34995.0,90.0,2024-04-05,#N/A,#N/A,#N/A,Pipeline,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
0a3c874b-d0c5-435c-9639-e8388e3866d6,26d03dd4-9d17-4993-a08c-11a7381dc1ff,Jazzy - Cross-sell,#N/A,Proposal/Price Quote,11250.0,75.0,2024-05-01,#N/A,#N/A,#N/A,Pipeline,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
ebe1bff9-176c-4dcb-ac65-efe226aa9abc,f75135a1-e52b-4e98-b857-c7ee366e75a8,Skyba - Cross-sell,#N/A,Proposal/Price Quote,18350.0,75.0,2024-05-01,#N/A,#N/A,#N/A,Pipeline,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
6d46d7f5-a1d1-403b-8e9d-f43ce9005cf3,e1c42a70-a2fb-4247-a158-ce236dcc00c0,Tazz -SOW 3,#N/A,Needs Analysis,72395.0,20.0,2024-05-02,#N/A,#N/A,#N/A,Pipeline,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
9c5cdb4b-ddf0-494a-8458-d7db58ee28fb,35eac713-84ad-49da-9563-4f37408a0c47,Mydo - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2024-04-15,#N/A,#N/A,#N/A,Closed,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
1d71e65a-b10d-4992-808c-e1e50f83fa47,fa31c6d5-6778-438a-aa0d-960bed0f18c7,Agimba - Upsell,#N/A,Qualification,75000.0,10.0,2024-06-21,#N/A,#N/A,#N/A,Pipeline,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
0a986378-124c-49d1-9b07-9355a7626de6,887f9bc0-fe25-4469-8af0-535d63554918,Quinu - Additional Sale,#N/A,Closed Won,29995.0,100.0,2023-08-16,#N/A,#N/A,#N/A,Closed,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
9cb141a9-c381-45bd-adce-cdb0a2efb271,79294c93-8a25-4c29-b60c-6f09d7ffe7b3,Photofeed - Upsell,#N/A,Qualification,100082.0,10.0,2024-06-21,#N/A,#N/A,#N/A,Pipeline,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
c76b191d-b24d-481f-8bee-d3ce3da2c0b8,e30d4c33-46ed-4586-b30b-e7996e2578f2,Uidoo - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2024-04-15,#N/A,#N/A,#N/A,Closed,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
6293e511-5654-4cf8-aa0d-bc7e0b8d325a,6d119add-f344-4c86-91f9-27d5df10f371,Shuffletag - Initial Sale,#N/A,Closed Lost,72395.0,0.0,2023-10-03,#N/A,#N/A,#N/A,Omitted,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
11dbb811-6005-4049-9410-ba9eac2279e4,349e4524-3e2f-4fa5-8a52-ae16ca9f836a,Wordtune - Additional Sale,#N/A,Prospecting,34995.0,10.0,2023-12-13,#N/A,#N/A,#N/A,Pipeline,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
450d5d4e-eba2-48d5-b0b4-e139d23e4310,f322a57f-af8f-47d9-8ff8-9baa0c54909f,Blognation - Initial Sale,#N/A,Closed Lost,72395.0,0.0,2023-10-03,#N/A,#N/A,#N/A,Omitted,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
36731c84-ea1a-480d-8079-c9838c9bdfae,274850bc-452c-4d42-b16e-c3aea6029a0c,Kwimbee - Initial Sale,#N/A,Prospecting,74395.0,10.0,2024-04-23,#N/A,#N/A,#N/A,Pipeline,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
68c67088-8479-4860-980e-82c24756211a,78b6c820-8323-4583-aad6-7374dcef28d3,Realcube - Upsell,#N/A,Qualification,75000.0,10.0,2024-06-21,#N/A,#N/A,#N/A,Pipeline,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
95710233-e1a1-4cc6-8fb9-76595e008367,504f0962-9a72-49f4-970e-901470d7edf8,Eamia - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2024-02-16,#N/A,#N/A,#N/A,Closed,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
4e36aede-9a86-4877-a5d5-06904344bf55,3764c207-89d7-4375-9b70-e38808119be7,Oloo - SOW 3,#N/A,Needs Analysis,72395.0,20.0,2024-04-17,#N/A,#N/A,#N/A,Pipeline,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
bc39b058-0731-42a5-b651-e69df25e3517,6a2b8141-cf6d-44a8-9d1a-f12938932a0a,Dabfeed - Cross-sell,#N/A,Proposal/Price Quote,11250.0,75.0,2024-05-01,#N/A,#N/A,#N/A,Pipeline,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
f60ed0ac-817a-4b71-88d3-5c777edb3134,325b5990-0be3-462e-9674-d44d082d6d1c,Jetpulse - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2024-04-15,#N/A,#N/A,#N/A,Closed,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
90fd4291-10e1-49b4-a27e-36f67e0a6014,ecc3597b-96e9-43d1-95c1-c0432d4072c5,Skyba - Cross-sell,#N/A,Proposal/Price Quote,18350.0,75.0,2024-05-01,#N/A,#N/A,#N/A,Pipeline,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
5d09c674-70de-4243-9d42-fe47b42851f0,05a72b87-2c0b-444a-8a6c-cd8c00a3fd0f,Voolith - Upsell,#N/A,Qualification,100082.0,10.0,2024-05-07,#N/A,#N/A,#N/A,Pipeline,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
817f9201-50c1-4e36-823d-d72c6748be82,f2606bf9-f50d-4c8b-8b33-3425de7c1d1c,Browsecat - Upsell,#N/A,Qualification,75000.0,10.0,2024-06-21,#N/A,#N/A,#N/A,Pipeline,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
2ffb4a23-ee40-427c-8089-e3e26c5f76a9,7bd989e2-ffe6-45e3-93db-72005dc784c5,Devcast - Upsell,#N/A,Qualification,75000.0,10.0,2024-06-21,#N/A,#N/A,#N/A,Pipeline,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
fb3df383-0f89-4b3e-9c7c-a12d08b0aec0,5e0826fd-0fb7-4118-9481-3407e2bc8c87,Jaxworks - Cross-sell,#N/A,Proposal/Price Quote,18350.0,75.0,2024-03-17,#N/A,#N/A,#N/A,Pipeline,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
d3fceca2-8c25-4363-8fa7-b29bb2461a23,1ac7a95c-7fcb-4831-9011-61b6cc662322,Ooba - Initial Sale,#N/A,Closed Lost,72395.0,0.0,2023-08-19,#N/A,#N/A,#N/A,Omitted,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
b20098c3-9926-4780-b456-8e03658197c4,a890f36a-cfef-4fa8-85fc-8ce2134d92fa,Twimm - Cross-sell,#N/A,Proposal/Price Quote,11550.0,75.0,2024-03-17,#N/A,#N/A,#N/A,Pipeline,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
3cff03b9-ce0d-4a5e-90da-8735005ca1ed,85bc6e5c-352a-48ff-a84c-0b25ce477585,Skinte - Cross-sell,#N/A,Proposal/Price Quote,18350.0,75.0,2024-05-01,#N/A,#N/A,#N/A,Pipeline,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
bdfb61ee-00fe-4e77-81a8-4529df16532c,cb679a98-c60f-40c1-abdd-e68fc5195496,Skalith - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2024-04-15,#N/A,#N/A,#N/A,Closed,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
e4a04a32-f38b-45ac-b3b6-11fd9f0ffe89,86b0198c-0faf-414c-aa81-d3fcc67d0d4c,Fiveclub - Additional Sale,#N/A,Closed Won,29995.0,100.0,2023-12-04,#N/A,#N/A,#N/A,Closed,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
f5af818f-e509-490a-adfe-8f1f034bceb7,a0a3ab93-48c1-4a04-b8b0-066eb10050e0,Zazio - Additional Sale,#N/A,Qualification,34995.0,10.0,2024-02-10,#N/A,#N/A,#N/A,Pipeline,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
d36170f9-0331-40eb-922f-cd75d6217f9f,814e57a9-0275-4044-8c98-d4d7672b2b8d,Voomm - Upsell,#N/A,Qualification,100082.0,10.0,2024-06-21,#N/A,#N/A,#N/A,Pipeline,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
641139c8-b1b4-4800-b687-f954beb901f0,34432f0b-0e35-4a1e-9039-8f1e6f45c046,Oodoo - Upsell,#N/A,Qualification,100082.0,10.0,2024-06-21,#N/A,#N/A,#N/A,Pipeline,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
2537151d-935e-4a69-b9a3-dc997bab0ff3,6f26e676-f6a0-4c89-a985-59e266e2842a,Babbleopia - Initial Sale,#N/A,Closed Lost,72395.0,0.0,2023-10-03,#N/A,#N/A,#N/A,Omitted,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
9248bd21-26ed-44e5-a6a5-664a0723a85f,d4394a56-4b6c-4780-8db9-a92a61cd0099,Flipbug - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2024-02-16,#N/A,#N/A,#N/A,Closed,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
cdfad103-8616-471c-a1d4-96cbdd519d36,64b914dc-3ad3-4059-9b9d-47571e793885,Browsecat - Initial Sale,#N/A,Closed Lost,72395.0,0.0,2023-10-03,#N/A,#N/A,#N/A,Omitted,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
b7c688bd-c8d1-424a-8eea-12df26cc28f2,1df58053-de10-4ef3-8c4a-038ec63972dd,Tagopia - Additional Sale,#N/A,Closed Won,72395.0,100.0,2023-10-20,#N/A,#N/A,#N/A,Closed,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
bd10a833-d037-44e7-afd5-70a7d229d21e,11935d62-9335-4834-9eda-be2beccb5d00,Shufflester - SOW 2,#N/A,Proposal/Price Quote,43495.0,75.0,2024-06-17,#N/A,#N/A,#N/A,Pipeline,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
c7c42317-0263-48b1-9a49-f34fc315de4b,46b1ed89-1c9c-4532-983e-b9cec1b6846c,Browseblabc-Morales Corp. - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2024-02-16,#N/A,#N/A,#N/A,Closed,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
d25a1687-19a3-4874-b529-4f41d1823660,ee917eee-4d1c-47cb-9763-28cfa63e84bf,Wikibox - Initial Sale,#N/A,Closed Lost,72395.0,0.0,2023-10-03,#N/A,#N/A,#N/A,Omitted,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
76199efe-a64a-4b36-8ef5-43e40794f60c,6f26e676-f6a0-4c89-a985-59e266e2842a,Babbleopia - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2024-04-15,#N/A,#N/A,#N/A,Closed,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
74944596-faf7-4000-92c5-cfacbdde2be0,3764c207-89d7-4375-9b70-e38808119be7,Oloo - Additional Sale,#N/A,Needs Analysis,34995.0,20.0,2024-01-05,#N/A,#N/A,#N/A,Pipeline,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
b2f98568-39d3-4b84-b059-4b7bca954345,5747a8f2-c5b5-4779-a248-e89498407b05,Browseblabc-Morales Corp. - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2024-02-16,#N/A,#N/A,#N/A,Closed,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
7bad8d75-1b9c-432d-b908-9ab9314ebd99,da1fd66f-5dd6-4077-8f47-0dee2179f7cf,Myworks - Upsell,#N/A,Needs Analysis,100082.0,20.0,2024-06-06,#N/A,#N/A,#N/A,Pipeline,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
2b386b6a-f45d-4c49-b252-3aeeb762f42c,ee917eee-4d1c-47cb-9763-28cfa63e84bf,Wikibox - Cross-sell,#N/A,Proposal/Price Quote,11250.0,75.0,2024-05-01,#N/A,#N/A,#N/A,Pipeline,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
5979478b-7e03-4094-9b70-a197ecd6fa44,42514dd9-2696-4e23-bacc-d95ea8836aee,Browsetype - Initial Sale,#N/A,Prospecting,74395.0,10.0,2024-04-23,#N/A,#N/A,#N/A,Pipeline,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
ed764b3d-41d7-47ef-b5d5-ec7c89f49c8d,f66e5c0c-3c13-4b89-b183-f7b012fc9a40,Oyoba - Initial Sale,#N/A,Value Proposition,73995.0,50.0,2024-04-23,#N/A,#N/A,#N/A,Pipeline,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
ed566037-ebef-42f9-9241-985b09c7cb68,6801f59e-2b7f-46e0-bc2e-7dc517f5e9ee,Buzzshare - Additional Sale,#N/A,Value Proposition,34995.0,50.0,2023-12-30,#N/A,#N/A,#N/A,Pipeline,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
04a43f5d-cb83-4179-96d1-1f6f45e58c6f,a890f36a-cfef-4fa8-85fc-8ce2134d92fa,Twimm - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2024-02-29,#N/A,#N/A,#N/A,Closed,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
da50385f-7874-4c9f-a9b0-76a5f588bd9a,a81c1023-46a5-4db0-b99b-871433075abf,Zazio - Upsell,#N/A,Qualification,113583.0,10.0,2024-06-21,#N/A,#N/A,#N/A,Pipeline,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
d5fbd80d-9927-4e02-b05d-1d371e73e7b1,ef8f4d6c-4dd0-4c9b-9853-293a2179c3ce,Livefish - Additional Sale,#N/A,Closed Won,72395.0,100.0,2022-04-16,#N/A,#N/A,#N/A,Closed,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
05cfb531-a04a-4a6f-8b1e-0edca26625d8,0ade794f-caa0-4ccd-a3a9-fdcee310c535,Kamba - Initial Sale,#N/A,Closed Lost,72395.0,0.0,2023-10-03,#N/A,#N/A,#N/A,Omitted,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
f1e7e7f4-325b-4080-a4c8-798ace6565af,9f6922d7-ee3a-4319-a1f0-b3be285ecaf8,Meejo - Cross-sell,#N/A,Proposal/Price Quote,11550.0,75.0,2024-04-16,#N/A,#N/A,#N/A,Pipeline,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
82034043-2ec7-47ff-8d50-2d7932b505bd,ea362c3a-041d-4491-b94b-c36022d927a5,Realcube - Additional Sale,#N/A,Closed Won,72395.0,100.0,2022-05-20,#N/A,#N/A,#N/A,Closed,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
9cbc5a88-aa94-4fa9-bb4d-372a106b3624,3a383997-f6ae-4afb-b0b2-2fc524ef417c,Tazz - Initial Sale,#N/A,Prospecting,72395.0,10.0,2024-04-23,#N/A,#N/A,#N/A,Pipeline,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
855c921c-aeb5-4fe2-96ce-467e0e22db8a,0a8692f3-37db-43da-b663-fc85f1f6c738,Shuffletag - Cross-sell,#N/A,Proposal/Price Quote,18050.0,75.0,2024-05-01,#N/A,#N/A,#N/A,Pipeline,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
a44860f9-f737-4677-812a-3f024d313da4,4466dc44-5087-4bcc-ace3-24be94465a2d,Bluejam - Upsell,#N/A,Qualification,75000.0,10.0,2024-06-21,#N/A,#N/A,#N/A,Pipeline,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
b107bb3a-2274-4c7b-9fb3-776edf86b7f2,5e0826fd-0fb7-4118-9481-3407e2bc8c87,Jaxworks - Additional Sale,#N/A,Value Proposition,34995.0,50.0,2024-02-19,#N/A,#N/A,#N/A,Pipeline,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
3609c8ff-2d7a-4ddc-b6a8-83a0e9237932,da36ee78-ce15-4149-8b4a-81ff2de76888,Dabfeed - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2024-02-16,#N/A,#N/A,#N/A,Closed,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
e31960a1-8006-425d-94b2-9d56837ae780,94997453-23d3-4979-bba0-8f783b51bfa7,Jabberstorm - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2024-02-16,#N/A,#N/A,#N/A,Closed,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
b1cfe450-4e4d-477e-921c-f5534ce46af7,ef6ffdf2-ee88-4d14-86fa-4241b6e3590a,Browsedrive - Additional Sale,#N/A,Closed Won,72395.0,100.0,2022-07-20,#N/A,#N/A,#N/A,Closed,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
90f1f5c7-6d11-4be0-bb33-f5af507d3f77,23740f20-8a70-472c-a64b-562bb7ab5a1e,Jaxworks - Additional Sale,#N/A,Value Proposition,34995.0,50.0,2024-05-19,#N/A,#N/A,#N/A,Pipeline,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
91238b96-e50e-4fcc-ae5a-ebf6c4aacdb4,c9e861ee-d911-4ac5-94ca-7f478ad8ea30,Kwideo - Cross-sell,#N/A,Proposal/Price Quote,11550.0,75.0,2024-05-01,#N/A,#N/A,#N/A,Pipeline,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
08e72a47-d445-4270-a826-30ad93d404d5,0867463f-0a35-43fc-9228-9880ad91ef5c,Divavu - Upsell,#N/A,Qualification,100082.0,10.0,2024-06-21,#N/A,#N/A,#N/A,Pipeline,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
d7ec807d-1aec-46d5-896f-871377a5de4e,3b1fec5c-83cd-4f57-87e7-52b063b75b29,Skyvu - Additional Sale,#N/A,Prospecting,75650.0,10.0,2024-02-19,#N/A,#N/A,#N/A,Pipeline,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
86f99453-0342-474a-8e94-270fd91e546d,86899412-c139-4fcf-a358-6f7212175fa8,Talane - Upsell,#N/A,Qualification,75000.0,10.0,2024-06-21,#N/A,#N/A,#N/A,Pipeline,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
cffdb84a-920e-4265-9aa9-23fcb9477304,b181595c-ed58-4a1c-8b59-f79a309604ff,Photofeed - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2024-04-15,#N/A,#N/A,#N/A,Closed,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
c64b0c68-d7ed-466f-8848-8c1a679a66ef,11451e05-1530-484d-b88b-32af8f3e7286,Kanoodle - Cross-sell,#N/A,Proposal/Price Quote,11250.0,75.0,2024-05-01,#N/A,#N/A,#N/A,Pipeline,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
ac01782e-dbd0-4660-8321-5eaac515d3a5,c4890aeb-41b8-4a9a-87c2-50904f4793f8,Livefish - Initial Sale,#N/A,Closed Lost,72395.0,0.0,2023-10-03,#N/A,#N/A,#N/A,Omitted,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
7da5706c-5d7f-41bb-83fb-cd1ed12b463f,d8147efc-4572-4c1a-b5bd-dbeabe9bcd34,Oloo - Cross-sell,#N/A,Proposal/Price Quote,18050.0,75.0,2024-05-01,#N/A,#N/A,#N/A,Pipeline,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
20ad6517-8bed-441a-9f2b-6113b6cc8abd,705170f9-a321-4707-8136-3041d3edaf86,Zoomcast - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2024-04-15,#N/A,#N/A,#N/A,Closed,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
db6db68d-0969-4aca-8c80-e1c5097a6ab7,6efb41e0-1c0d-47b2-94d7-149bbfbc33e9,Yodel - Cross-sell,#N/A,Proposal/Price Quote,34350.0,75.0,2024-03-17,#N/A,#N/A,#N/A,Pipeline,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
dd3dd850-bc27-408c-9403-90c22dbdca0e,1df58053-de10-4ef3-8c4a-038ec63972dd,Tagopia - Initial Sale,#N/A,Needs Analysis,74395.0,20.0,2024-02-22,#N/A,#N/A,#N/A,Pipeline,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
27828693-be90-4280-bdd4-1ac6cc6652e2,a5808686-2e53-498a-99f9-76ad6fbf2148,Centimia - Additional Sale,#N/A,Closed Won,29995.0,100.0,2023-12-04,#N/A,#N/A,#N/A,Closed,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
409236a7-1412-4b18-8111-b2c4a76b45d7,5cb2d660-265f-406b-aff8-0199ef4734bc,Rhynyx - Cross-sell,#N/A,Proposal/Price Quote,34350.0,75.0,2024-05-01,#N/A,#N/A,#N/A,Pipeline,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
fc65b1e8-b53a-48f6-a018-390c7ff9a5cd,d4394a56-4b6c-4780-8db9-a92a61cd0099,Flipbug - Initial Sale,#N/A,Closed Lost,72395.0,0.0,2023-10-03,#N/A,#N/A,#N/A,Omitted,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
136b32df-aec5-4a9e-8f6a-02465aee1e76,35258769-4b4f-4e57-81b2-cc2dc73f63c9,Vitz - Upsell,#N/A,Qualification,100082.0,10.0,2024-06-21,#N/A,#N/A,#N/A,Pipeline,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
508dc262-36c8-4de9-8a35-606c6d87ec32,ef8f4d6c-4dd0-4c9b-9853-293a2179c3ce,Livefish - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2024-02-16,#N/A,#N/A,#N/A,Closed,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
fa8559db-bf20-4f37-8065-75de200214c9,26d03dd4-9d17-4993-a08c-11a7381dc1ff,Jazzy - Initial Sale,#N/A,Closed Lost,72395.0,0.0,2023-10-03,#N/A,#N/A,#N/A,Omitted,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
007f5fcf-f604-45c3-887c-daf9453bc4db,6fe5e02f-0ffc-4eaf-9d3f-f2ec795277d1,Bubblemix - Initial Sale,#N/A,Closed Lost,72395.0,0.0,2023-08-04,#N/A,#N/A,#N/A,Omitted,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
0c413da4-db25-4ba8-926f-bee6e2db7c9b,0b6a4033-087f-4c8c-af47-c04bc68b5fc0,Trunyx - Cross-sell,#N/A,Proposal/Price Quote,18350.0,75.0,2024-05-01,#N/A,#N/A,#N/A,Pipeline,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
4281c120-f3ed-4778-be95-7a9f3ebe81d3,78692ae4-5886-409b-bdde-6ba0e2805f08,Yodel - Cross-sell,#N/A,Proposal/Price Quote,34350.0,75.0,2024-03-17,#N/A,#N/A,#N/A,Pipeline,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
0356be45-87d0-4e4a-ae8d-4069d2e4596b,dd3688ac-aa62-433c-8966-3475c66df60e,Dynazzy - Initial Sale,#N/A,Closed Lost,72395.0,0.0,2023-10-03,#N/A,#N/A,#N/A,Omitted,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
98c820bb-2e51-4d9e-b2a5-c3b9c167a5d7,938245f0-fc3d-423f-8623-f06fb653884e,Divavu - Upsell,#N/A,Qualification,100082.0,10.0,2024-06-21,#N/A,#N/A,#N/A,Pipeline,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
