Guid,Name,ProductCode,Description,IsActive,Family,IsSerialized,ExternalId,DisplayUrl,QuantityUnitOfMeasure,StockKeepingUnit,Type,SBQQ__AssetAmendmentBehavior__c,SBQQ__AssetConversion__c,SBQQ__BatchQuantity__c,SBQQ__BillingFrequency__c,SBQQ__BillingType__c,SBQQ__BlockPricingField__c,SBQQ__ChargeType__c,SBQQ__Component__c,SBQQ__CompoundDiscountRate__c,SBQQ__ConfigurationEvent__c,SBQQ__ConfigurationFieldSet__c,SBQQ__ConfigurationFields__c,SBQQ__ConfigurationFormTitle__c,SBQQ__ConfigurationType__c,SBQQ__ConfigurationValidator__c,SBQQ__ConfiguredCodePattern__c,SBQQ__ConfiguredDescriptionPattern__c,SBQQ__CostEditable__c,SBQQ__CustomConfigurationPage__c,SBQQ__CustomConfigurationRequired__c,SBQQ__CustomerCommunityAvailability__c,SBQQ__DefaultPricingTable__c,SBQQ__DefaultQuantity__c,SBQQ__DescriptionLocked__c,SBQQ__DiscountCategory__c,SBQQ__DiscountSchedule__c,SBQQ__DynamicPricingConstraint__c,SBQQ__EnableLargeConfiguration__c,SBQQ__ExcludeFromMaintenance__c,SBQQ__ExcludeFromOpportunity__c,SBQQ__ExternallyConfigurable__c,SBQQ__GenerateContractedPrice__c,SBQQ__HasConfigurationAttributes__c,SBQQ__HasConsumptionSchedule__c,SBQQ__Hidden__c,SBQQ__HidePriceInSearchResults__c,SBQQ__IncludeInMaintenance__c,SBQQ__NewQuoteGroup__c,SBQQ__NonDiscountable__c,SBQQ__NonPartnerDiscountable__c,SBQQ__OptionLayout__c,SBQQ__OptionSelectionMethod__c,SBQQ__Optional__c,SBQQ__PriceEditable__c,SBQQ__PricingMethodEditable__c,SBQQ__PricingMethod__c,SBQQ__ProductPictureID__c,SBQQ__QuantityEditable__c,SBQQ__QuantityScale__c,SBQQ__ReconfigurationDisabled__c,SBQQ__RenewalProduct__c,SBQQ__SortOrder__c,SBQQ__Specifications__c,SBQQ__SubscriptionBase__c,SBQQ__SubscriptionCategory__c,SBQQ__SubscriptionPercent__c,SBQQ__SubscriptionPricing__c,SBQQ__SubscriptionTarget__c,SBQQ__SubscriptionTerm__c,SBQQ__SubscriptionType__c,SBQQ__TaxCode__c,SBQQ__Taxable__c,SBQQ__TermDiscountLevel__c,SBQQ__TermDiscountSchedule__c,SBQQ__UpgradeCredit__c,SBQQ__UpgradeRatio__c,SBQQ__UpgradeSource__c,SBQQ__UpgradeTarget__c
46edebef-209a-4a47-a7ae-b08192398d80,Prodly Cola Syrup,POP-R-1,5 Gallon Bag in Box Syrup- Recurring,false,BEV,false,#N/A,#N/A,#N/A,#N/A,#N/A,Default,One per quote line,#N/A,#N/A,#N/A,Quantity,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,false,#N/A,#N/A,1.0,false,#N/A,#N/A,#N/A,false,false,false,false,#N/A,false,false,false,false,false,false,false,false,#N/A,Click,false,false,false,List,#N/A,true,#N/A,false,#N/A,#N/A,#N/A,List,#N/A,#N/A,Fixed Price,#N/A,1.0,Renewable,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
c2f76cca-e4b7-4e29-ab28-668d5ab319b9,Version Control Cappuccino,COF-OT-7,1 24-count Box of K-Cups Pods- One time,false,BEV,false,#N/A,#N/A,#N/A,#N/A,#N/A,Default,One per quote line,#N/A,#N/A,#N/A,Quantity,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,false,#N/A,#N/A,1.0,false,#N/A,#N/A,#N/A,false,false,false,false,#N/A,false,false,false,false,false,false,false,false,#N/A,Click,false,false,false,List,#N/A,true,#N/A,false,#N/A,#N/A,#N/A,List,#N/A,#N/A,#N/A,#N/A,#N/A,Renewable,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
cdbf653b-7589-43b7-a513-3b362754a874,Security Certification Training: Shield,SC2,Security Certification Training: Shield,true,Training,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,false,#N/A,#N/A,5.0,false,#N/A,#N/A,#N/A,false,false,false,false,#N/A,false,false,false,false,false,false,false,false,#N/A,#N/A,false,false,false,#N/A,015am000001X46V,true,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
8fd0f077-8da8-4476-ba3a-819d9302d54b,100' Roll of 10 Line Bundled Tubing,EQP-OT-3,"Consists of 10 lines bundled together
Each line is 3/8"" in diameter
Roll contains 100' of bundled tubing",false,EQP,false,#N/A,#N/A,#N/A,#N/A,#N/A,Default,One per quote line,#N/A,#N/A,#N/A,Quantity,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,false,#N/A,#N/A,1.0,false,#N/A,#N/A,#N/A,false,false,false,false,#N/A,false,false,false,false,false,false,false,false,#N/A,Click,false,false,false,List,#N/A,true,#N/A,false,#N/A,#N/A,#N/A,List,#N/A,#N/A,#N/A,#N/A,#N/A,One-time,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4f133557-8f53-4d51-a199-6c26b9591b14,Agile Ginger Ale Syrup,POP-OT-8,12 Gallon Bag in Box Syrup- One time,false,BEV,false,#N/A,#N/A,#N/A,#N/A,#N/A,Default,One per quote line,#N/A,#N/A,#N/A,Quantity,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,false,#N/A,#N/A,1.0,false,#N/A,#N/A,#N/A,false,false,false,false,#N/A,false,false,false,false,false,false,false,false,#N/A,Click,false,false,false,List,#N/A,true,#N/A,false,#N/A,#N/A,#N/A,List,#N/A,#N/A,#N/A,#N/A,#N/A,One-time,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4ea83985-8db1-4382-b408-a7eeb406b61b,On-Site Implementation Support,IS2,On-Site Implementation Support,true,Implementation Services,false,#N/A,#N/A,#N/A,#N/A,#N/A,Default,One per quote line,#N/A,#N/A,#N/A,Quantity,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,false,#N/A,#N/A,1.0,false,#N/A,#N/A,#N/A,false,false,false,false,#N/A,false,false,false,false,false,false,false,false,#N/A,Click,false,false,false,List,015am000001X46O,true,#N/A,false,#N/A,#N/A,#N/A,List,#N/A,#N/A,#N/A,#N/A,#N/A,Renewable,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ded251c5-f882-474f-bad9-ba5a37313a51,Keurig® K-2500® Plumbed Commercial Coffee Maker,EQP-OT-5,A high capacity coffee maker designed for continuous use with direct water line plumbing.,false,EQP,false,#N/A,#N/A,#N/A,#N/A,#N/A,Default,One per quote line,#N/A,#N/A,#N/A,Quantity,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,false,#N/A,#N/A,1.0,false,#N/A,#N/A,#N/A,false,false,false,false,#N/A,false,false,false,false,false,false,false,false,#N/A,Click,false,false,false,List,#N/A,true,#N/A,false,#N/A,#N/A,#N/A,List,#N/A,#N/A,#N/A,#N/A,#N/A,One-time,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
bd9a2867-6b73-407d-aa5c-0c11402ed5e8,Secure Security Manager,SM4,Secure Security Manager,true,Security Management,false,#N/A,#N/A,#N/A,#N/A,#N/A,Default,One per quote line,#N/A,#N/A,#N/A,Quantity,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,false,#N/A,#N/A,10.0,false,#N/A,#N/A,#N/A,false,false,false,false,#N/A,false,false,false,false,false,false,false,false,#N/A,Click,false,false,false,List,015am000001X46Z,true,#N/A,false,#N/A,#N/A,#N/A,List,#N/A,#N/A,#N/A,#N/A,#N/A,Renewable,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
66893080-e792-46cd-aa19-851c769eec96,Basic Consulting Plan,LT-TOSH,Toshiba Chromebook 2,true,Professional Services,false,#N/A,#N/A,#N/A,#N/A,#N/A,Default,One per quote line,#N/A,#N/A,#N/A,Quantity,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,false,#N/A,#N/A,1.0,false,#N/A,#N/A,#N/A,false,false,false,false,#N/A,false,false,false,false,false,false,false,false,#N/A,Click,false,false,false,List,015am000001X46R,true,#N/A,false,#N/A,#N/A,#N/A,List,#N/A,#N/A,#N/A,#N/A,#N/A,Renewable,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
bc96c2af-5803-4834-89b1-ef013ca775e0,Version Control Cappuccino,COF-R-7,1 24-count Box of K-Cups Pods- Recurring,false,BEV,false,#N/A,#N/A,#N/A,#N/A,#N/A,Default,One per quote line,#N/A,#N/A,#N/A,Quantity,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,false,#N/A,#N/A,1.0,false,#N/A,#N/A,#N/A,false,false,false,false,#N/A,false,false,false,false,false,false,false,false,#N/A,Click,false,false,false,List,#N/A,true,#N/A,false,#N/A,#N/A,#N/A,List,#N/A,#N/A,Fixed Price,#N/A,1.0,Renewable,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
f12ca08c-bcbd-4f47-803b-ed1c1e09b30f,Security Certification Training: Bastion,SC3,Security Certification Training: Bastion,true,Training,false,#N/A,#N/A,#N/A,#N/A,#N/A,Default,One per quote line,#N/A,#N/A,#N/A,Quantity,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,false,#N/A,#N/A,5.0,false,#N/A,#N/A,#N/A,false,false,false,false,#N/A,false,false,false,false,false,false,false,false,#N/A,Click,false,false,false,List,015am000001X46V,true,#N/A,false,#N/A,#N/A,#N/A,List,#N/A,#N/A,#N/A,#N/A,#N/A,Renewable,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1e30834a-0c43-4268-ba3a-f3dab9b78d5e,Personal Security Firewall,N1,Personal Security Firewall,true,Network,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,false,#N/A,#N/A,5.0,false,#N/A,#N/A,#N/A,false,false,false,false,#N/A,false,false,false,false,false,false,false,false,#N/A,#N/A,false,false,false,#N/A,015am000001X46U,true,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
a004ef70-5365-4406-8b46-87c7be06dd82,Monthly Maintance Plan,SRV-R-2,Regular cleaning & preventative maintenance to keep your equipment operating optimally.- Recurring,false,SRV,false,#N/A,#N/A,#N/A,#N/A,#N/A,Default,One per quote line,#N/A,#N/A,#N/A,Quantity,#N/A,true,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,false,#N/A,#N/A,1.0,false,#N/A,#N/A,#N/A,false,false,false,false,#N/A,false,false,false,false,false,false,false,false,#N/A,Click,false,false,false,List,#N/A,true,#N/A,false,#N/A,#N/A,#N/A,List,#N/A,#N/A,Fixed Price,#N/A,1.0,Renewable,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
9f21c6da-3c29-42b2-980e-25602410b03a,Org-to-Org Orange Syrup,POP-OT-6,10 Gallon Bag in Box Syrup- One time,false,BEV,false,#N/A,#N/A,#N/A,#N/A,#N/A,Default,One per quote line,#N/A,#N/A,#N/A,Quantity,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,false,#N/A,#N/A,1.0,false,#N/A,#N/A,#N/A,false,false,false,false,#N/A,false,false,false,false,false,false,false,false,#N/A,Click,false,false,false,List,#N/A,true,#N/A,false,#N/A,#N/A,#N/A,List,#N/A,#N/A,#N/A,#N/A,#N/A,One-time,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
bb7bbf7a-bcc3-4546-b0a7-78ba60f497e6,sc,#N/A,#N/A,false,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,Default,One per quote line,#N/A,#N/A,#N/A,Quantity,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,false,#N/A,#N/A,1.0,false,#N/A,#N/A,#N/A,false,false,false,false,#N/A,false,false,false,false,false,false,false,false,#N/A,Click,false,false,false,List,#N/A,true,#N/A,false,#N/A,#N/A,#N/A,List,#N/A,#N/A,#N/A,#N/A,#N/A,Renewable,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
40890372-9e01-482b-9219-591e13701d13,Deploy Dew Syrup,POP-R-3,7 Gallon Bag in Box Syrup- Recurring,false,BEV,false,#N/A,#N/A,#N/A,#N/A,#N/A,Default,One per quote line,#N/A,#N/A,#N/A,Quantity,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,false,#N/A,#N/A,1.0,false,#N/A,#N/A,#N/A,false,false,false,false,#N/A,false,false,false,false,false,false,false,false,#N/A,Click,false,false,false,List,#N/A,true,#N/A,false,#N/A,#N/A,#N/A,List,#N/A,#N/A,Fixed Price,#N/A,1.0,Renewable,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
461b1603-c3b8-4371-b925-88a473945166,Personal Cloud Stoarge,CS1,Personal Cloud Stoarge,true,Cloud Storage,false,#N/A,#N/A,#N/A,#N/A,#N/A,Default,One per quote line,#N/A,#N/A,#N/A,Quantity,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,false,#N/A,#N/A,1.0,false,#N/A,#N/A,#N/A,false,false,false,false,#N/A,false,false,false,false,false,false,false,false,#N/A,Click,false,false,false,List,015am000001X46T,true,#N/A,false,#N/A,#N/A,#N/A,List,#N/A,#N/A,#N/A,#N/A,#N/A,Renewable,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
98dbdf92-bdc0-46e2-b715-cf6ced3b5a03,Customized Implementation,IS3,Customized Implementation,true,Implementation Services,false,#N/A,#N/A,#N/A,#N/A,#N/A,Default,One per quote line,#N/A,#N/A,#N/A,Quantity,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,false,#N/A,#N/A,1.0,false,#N/A,#N/A,#N/A,false,false,false,false,#N/A,false,false,false,false,false,false,false,false,#N/A,Click,false,false,false,List,015am000001X46O,true,#N/A,false,#N/A,#N/A,#N/A,List,#N/A,#N/A,#N/A,#N/A,#N/A,Renewable,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
f634eda9-51f0-4356-a399-4b5593a38d71,Low-Code Lemon-Lime Syrup,POP-R-4,8 Gallon Bag in Box Syrup- Recurring,false,BEV,false,#N/A,#N/A,#N/A,#N/A,#N/A,Default,One per quote line,#N/A,#N/A,#N/A,Quantity,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,false,#N/A,#N/A,1.0,false,#N/A,#N/A,#N/A,false,false,false,false,#N/A,false,false,false,false,false,false,false,false,#N/A,Click,false,false,false,List,#N/A,true,#N/A,false,#N/A,#N/A,#N/A,List,#N/A,#N/A,Fixed Price,#N/A,1.0,Renewable,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
c461def8-9d7f-4146-ae23-e7adbf7a4f74,Remote Implementation Support,IS1,Remote Implementation Support,true,Implementation Services,false,#N/A,#N/A,#N/A,#N/A,#N/A,Default,One per quote line,#N/A,#N/A,#N/A,Quantity,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,false,#N/A,#N/A,1.0,false,#N/A,#N/A,#N/A,false,false,false,false,#N/A,false,false,false,false,false,false,false,false,#N/A,Click,false,false,false,List,015am000001X46O,true,#N/A,false,#N/A,#N/A,#N/A,List,#N/A,#N/A,#N/A,#N/A,#N/A,Renewable,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
41dd50fa-b1b7-4fa3-ad5c-816cc551ef65,Declarative Decaf,COF-R-2,1 24-count Box of K-Cups Pods- Recurring,false,BEV,false,#N/A,#N/A,#N/A,#N/A,#N/A,Default,One per quote line,#N/A,#N/A,#N/A,Quantity,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,false,#N/A,#N/A,1.0,false,#N/A,#N/A,#N/A,false,false,false,false,#N/A,false,false,false,false,false,false,false,false,#N/A,Click,false,false,false,List,#N/A,true,#N/A,false,#N/A,#N/A,#N/A,List,#N/A,#N/A,Fixed Price,#N/A,1.0,Renewable,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
6873a2b9-7289-4b4b-a663-0d4de26af4fd,T&E Suite Admin License,TE14,Subscription for one (1) Time and Expense Administrator.,true,Licensing,false,#N/A,#N/A,#N/A,#N/A,#N/A,Default,One per quote line,#N/A,#N/A,#N/A,Quantity,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,false,#N/A,#N/A,1.0,false,#N/A,#N/A,#N/A,false,false,false,false,#N/A,false,false,false,false,false,false,false,false,#N/A,Click,false,false,false,List,015am000001X46S,true,#N/A,false,#N/A,#N/A,#N/A,List,#N/A,#N/A,#N/A,#N/A,#N/A,Renewable,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
f80cedab-aa0a-4e22-ac5f-4ffb34990589,Personal Password Vault,PV1,Personal Password Vault,true,Password Vault,false,#N/A,#N/A,#N/A,#N/A,#N/A,Default,One per quote line,#N/A,#N/A,#N/A,Quantity,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,false,#N/A,#N/A,10.0,false,#N/A,#N/A,#N/A,false,false,false,false,#N/A,false,false,false,false,false,false,false,false,#N/A,Click,false,false,false,List,015am000001X46a,true,#N/A,false,#N/A,#N/A,#N/A,List,#N/A,#N/A,#N/A,#N/A,#N/A,Renewable,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
9dac2d6a-bef8-4957-a86f-16b4cc157636,Enterprise Cloud Storage,CS4,Enterprise Cloud Storage,true,Cloud Storage,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,false,#N/A,#N/A,1.0,false,#N/A,#N/A,#N/A,false,false,false,false,#N/A,false,false,false,false,false,false,false,false,#N/A,#N/A,false,false,false,#N/A,015am000001X46T,true,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4e4c8bd3-329f-4c5d-b17b-ecd50b77dd15,Keurig® K150P - Plumbed Commercial Coffee Maker,EQP-OT-4,"Fully programmable coffee maker with an interactive touch-screen that allows for a customizable brewing experience.
Includes Direct Plumb Kit Accessory",false,EQP,false,#N/A,#N/A,#N/A,#N/A,#N/A,Default,One per quote line,#N/A,#N/A,#N/A,Quantity,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,false,#N/A,#N/A,1.0,false,#N/A,#N/A,#N/A,false,false,false,false,#N/A,false,false,false,false,false,false,false,false,#N/A,Click,false,false,false,List,#N/A,true,#N/A,false,#N/A,#N/A,#N/A,List,#N/A,#N/A,#N/A,#N/A,#N/A,One-time,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5893ed90-b537-4938-8e62-3900f4377166,5,#N/A,#N/A,false,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,Default,One per quote line,#N/A,#N/A,#N/A,Quantity,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,false,#N/A,#N/A,1.0,false,#N/A,#N/A,#N/A,false,false,false,false,#N/A,false,false,false,false,false,false,false,false,#N/A,Click,false,false,false,List,#N/A,true,#N/A,false,#N/A,#N/A,#N/A,List,#N/A,#N/A,#N/A,#N/A,#N/A,Renewable,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
c031cab7-0d4e-450d-ac51-e6018c323dcf,Prodly Cola Syrup,POP-OT-1,5 Gallon Bag in Box Syrup- One time,true,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,Allow Refund,One per unit,#N/A,#N/A,#N/A,Quantity,#N/A,true,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,false,#N/A,#N/A,1.0,false,#N/A,#N/A,#N/A,false,false,false,false,#N/A,false,false,false,false,false,false,false,false,#N/A,Click,false,false,false,List,#N/A,true,#N/A,false,#N/A,#N/A,#N/A,List,#N/A,#N/A,#N/A,#N/A,#N/A,One-time,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3af10f9b-b2b6-4787-8db3-5921c9018d00,Agile Ginger Ale Syrup,POP-R-8,12 Gallon Bag in Box Syrup- Recurring,false,BEV,false,#N/A,#N/A,#N/A,#N/A,#N/A,Default,One per quote line,#N/A,#N/A,#N/A,Quantity,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,false,#N/A,#N/A,1.0,false,#N/A,#N/A,#N/A,false,false,false,false,#N/A,false,false,false,false,false,false,false,false,#N/A,Click,false,false,false,List,#N/A,true,#N/A,false,#N/A,#N/A,#N/A,List,#N/A,#N/A,Fixed Price,#N/A,1.0,Renewable,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5a358d22-5b66-40d9-bd56-3fb0df6a77f1,Declarative Decaf,COF-OT-2,1 24-count Box of K-Cups Pods- One time,false,BEV,false,#N/A,#N/A,#N/A,#N/A,#N/A,Default,One per quote line,#N/A,#N/A,#N/A,Quantity,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,false,#N/A,#N/A,1.0,false,#N/A,#N/A,#N/A,false,false,false,false,#N/A,false,false,false,false,false,false,false,false,#N/A,Click,false,false,false,List,#N/A,true,#N/A,false,#N/A,#N/A,#N/A,List,#N/A,#N/A,#N/A,#N/A,#N/A,One-time,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
aca8c001-9489-43f5-9697-e70e3671544d,Change Management Mocha,COF-R-5,1 24-count Box of K-Cups Pods- Recurring,false,BEV,false,#N/A,#N/A,#N/A,#N/A,#N/A,Default,One per quote line,#N/A,#N/A,#N/A,Quantity,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,false,#N/A,#N/A,1.0,false,#N/A,#N/A,#N/A,false,false,false,false,#N/A,false,false,false,false,false,false,false,false,#N/A,Click,false,false,false,List,#N/A,true,#N/A,false,#N/A,#N/A,#N/A,List,#N/A,#N/A,Fixed Price,#N/A,1.0,Renewable,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
42c75b5d-f753-40bb-80ca-c79bd1ce8efa,Best Sellers Varieties Curated Collection,COF-R-1,8 24-count Boxes of our best selling blends.- Recurring,false,BEV,false,#N/A,#N/A,#N/A,#N/A,#N/A,Default,One per quote line,#N/A,#N/A,#N/A,Quantity,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,false,#N/A,#N/A,1.0,false,#N/A,#N/A,#N/A,false,false,false,false,#N/A,false,false,false,false,false,false,false,false,#N/A,Click,false,false,false,List,#N/A,true,#N/A,false,#N/A,#N/A,#N/A,List,#N/A,#N/A,Fixed Price,#N/A,1.0,Renewable,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5864a503-fab5-4a8b-8b4b-0bb37553abc3,Go-Live Grape Syrup,POP-OT-5,9 Gallon Bag in Box Syrup- One time,false,BEV,false,#N/A,#N/A,#N/A,#N/A,#N/A,Default,One per quote line,#N/A,#N/A,#N/A,Quantity,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,false,#N/A,#N/A,1.0,false,#N/A,#N/A,#N/A,false,false,false,false,#N/A,false,false,false,false,false,false,false,false,#N/A,Click,false,false,false,List,#N/A,true,#N/A,false,#N/A,#N/A,#N/A,List,#N/A,#N/A,#N/A,#N/A,#N/A,One-time,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
bf4e00a2-e360-4636-8cb3-71621af0dc67,SafeLog Secure Access VPN,EP1,Safelog Secure Access VPN,true,Endpoint,false,#N/A,#N/A,#N/A,#N/A,#N/A,Default,One per quote line,#N/A,#N/A,#N/A,Quantity,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,false,#N/A,#N/A,25.0,false,#N/A,#N/A,#N/A,false,false,false,false,#N/A,false,false,false,false,false,false,false,false,#N/A,Click,false,false,false,List,015am000001X46Y,true,#N/A,false,#N/A,#N/A,#N/A,List,#N/A,#N/A,#N/A,#N/A,#N/A,Renewable,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
d2158cdc-f231-4d5a-8890-aab6963d6a17,Enterprise Plus Cloud Storage,CS5,Enterprise Plus Cloud Storage,true,Cloud Storage,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,false,#N/A,#N/A,1.0,false,#N/A,#N/A,#N/A,false,false,false,false,#N/A,false,false,false,false,false,false,false,false,#N/A,#N/A,false,false,false,#N/A,015am000001X46T,true,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
